bryo_taxa_id,klasse,familie,gattung,art,autor,unterart,autor_unterart,name_de,name_en,rl2004
1976,Laubmoose,Polytrichaceae,Polytrichum,pallidisetum,Funck,,,Blassstieliges Widertonmoos,,VU
1985,Laubmoose,Polytrichaceae,Polytrichum,piliferum,Hedw. ,subsp. piliferum,,Glashaar-Widertonmoos,,LC
1986,Laubmoose,Polytrichaceae,Polytrichum,sexangulare,Hedw.,,,Norwegisches Haarmützenmoos,Northern Haircap,LC
1989,Laubmoose,Polytrichaceae,Polytrichum,strictum,Brid.,,,Moor-Widertonmoos,Strict Haircap,NT
3921,Laubmoose,Polytrichaceae,Polytrichum,uliginosum,(Wallr.) Schriebl,,,,,DD
1897,Laubmoose,Polytrichaceae,Polytrichum,urnigerum,Hedw.,,,Grosses Filzmützenmoos,Urn Haircap,LC
3922,Lebermoose,Porellaceae,Porella,arboris-vitae,(With.) Grolle ,subsp. arboris-vitae,,Scharfes Kahlfruchtmoos,,VU
369,Lebermoose,Porellaceae,Porella,arboris-vitae,(With.) Grolle,,,Scharfes Kahlfruchtmoos,Bitter Scalewort,VU
380,Lebermoose,Porellaceae,Porella,baueri,(Schiffn.) C.E.O.Jensen,,,Bauers Kahlfruchtmoos,,DD
371,Lebermoose,Porellaceae,Porella,cordaeana,(Huebener) Moore,,,Bach-Kahlfruchtmoos,Cliff Scalewort,EN
377,Lebermoose,Porellaceae,Porella,platyphylla,(L.) Pfeiff.,,,Flachblättriges Kahlfruchtmoos,Wall Scalewort,LC
1994,Laubmoose,Pottiaceae,Pottiopsis,caespitosa,(Brid.) Blockeel & A.J.E.Sm.,,,Rasenbildendes Pottmoos,Round-fruited Pottia,DD
385,Lebermoose,Gymnomitriaceae,Prasanthus,suecicus,(Gottsche) Lindb.,,,Zwiebelschalenmoos,,DD
3930,Lebermoose,Marchantiaceae,Preissia,quadrata,(Scop.) Nees ,subsp. quadrata,,Preissmoos,,LC
386,Lebermoose,Marchantiaceae,Preissia,quadrata,(Scop.) Nees,,,Preissmoos,Narrow Mushroom-headed Liverwort,LC
1991,Laubmoose,Pottiaceae,Protobryum,bryoides,(Dicks.) J.Guerra & M.J.Cano,,,Birnmoosähnliches Pottmoos,Tall Pottia,CR
2014,Laubmoose,Dicranaceae,Pseudephemerum,nitidum,(Hedw.) Loeske,,,Glänzendes Scheintagmoos,Delicate Earth-moss,LC
2017,Laubmoose,Mniaceae,Pseudobryum,cinclidioides,(Huebener) T.J.Kop.,,,Kuppelmoosartiges Scheinbirnmoos,River Thyme-moss,VU
659,Laubmoose,Pottiaceae,Pseudocrossidium,hornschuchianum,(Schultz) R.H.Zander,,,Hornschuchs Scheinfransenmoos,Hornschuch's Beard-moss,LC
670,Laubmoose,Pottiaceae,Pseudocrossidium,revolutum,(Brid.) R.H.Zander,,,Zurückgerolltes Scheinfransenmoos,Revolute Beard-moss,CR
2020,Laubmoose,Leskeaceae,Pseudoleskea,artariae,Thér.,,,Artarias Scheinleskemoos,,CR
2023,Laubmoose,Leskeaceae,Pseudoleskea,incurvata,(Hedw.) Loeske,,,Gekrümmtes Scheinleskenmoos,,LC
2028,Laubmoose,Leskeaceae,Pseudoleskea,patens,(Lindb.) Kindb.,,,Spreizblättriges Scheinleskemoos,Patent Leskea,LC
2034,Laubmoose,Leskeaceae,Pseudoleskea,radicosa,(Mitt.) Macoun & Kindb.,,,Bewurzeltes Scheinleskemoos,,LC
2045,Laubmoose,Leskeaceae,Pseudoleskeella,catenulata,(Schrad.) Kindb.,,,Fels-Kettenmoos,Chained Leskea,NE
2050,Laubmoose,Leskeaceae,Pseudoleskeella,nervosa,(Brid.) Nyholm,,,Baum-Kettenmoos,,LC
2562,Laubmoose,Leskeaceae,Pseudoleskeella,rupestris,(Berggr.) Hedenäs & L.Söderstr.,,,Fels-Kettenmoos,,DD
2053,Laubmoose,Leskeaceae,Pseudoleskeella,tectorum,(Brid.) Broth.,,,Dach-Kettenmoos,,VU
2173,Laubmoose,Brachytheciaceae,Pseudoscleropodium,purum,(Hedw.) M.Fleisch.,,,Grosses Grünstengelmoos,Neat Feather-moss,LC
1639,Laubmoose,Hypnaceae,Pseudotaxiphyllum,elegans,(Brid.) Z.Iwats.,,,Zierliches Gleichflügelmoos,Elegant Silk-moss,LC
2057,Laubmoose,Pterigynandraceae,Pterigynandrum,filiforme,Hedw.,,,Fädiges Zwirnmoos,Capillary Wing-moss,LC
2060,Laubmoose,Pottiaceae,Pterygoneurum,lamellatum,(Lindb.) Jur.,,,Lamellen-Flügelnervmoos,,CR
2061,Laubmoose,Pottiaceae,Pterygoneurum,ovatum,(Hedw.) Dixon,,,Hohlblättriges Flügelnervmoos,Oval-leaved Pottia,VU
2064,Laubmoose,Pottiaceae,Pterygoneurum,sampaianum,(Guim.) Guim.,,,Sampaias Flügelnervmoos,,DD
2066,Laubmoose,Pottiaceae,Pterygoneurum,subsessile,(Brid.) Jur.,,,Kurzstieliges Flügelnervmoos,,VU
388,Lebermoose,Ptilidiaceae,Ptilidium,ciliare,(L.) Hampe,,,Grosses Federchenmoos,Ciliated Fringewort,LC
389,Lebermoose,Ptilidiaceae,Ptilidium,pulcherrimum,(Weber) Vain.,,,Schönes Federchenmoos,Tree Fringewort,LC
2067,Laubmoose,Hypnaceae,Ptilium,crista-castrensis,(Hedw.) De Not.,,,Federmoos,Ostrich-plume Feather-moss,LC
2031,Laubmoose,Leskeaceae,Ptychodium,plicatum,(F.Weber & D.Mohr) Schimp.,,,Faltblattmoos,,LC
2068,Laubmoose,Ptychomitriaceae,Ptychomitrium,incurvum,(Schwägr.) Spruce,,,Eingekrümmte Faltenmütze,,DD
2071,Laubmoose,Ptychomitriaceae,Ptychomitrium,polyphyllum,(Sw.) Bruch & Schimp.,,,Vielblättrige Faltenmütze,Greater Pincushion,VU
2073,Laubmoose,Hypnaceae,Pylaisia,polyantha,(Hedw.) Schimp.,,,Vielfruchtmoos,Many-flowered Leskea,LC
2075,Laubmoose,Funariaceae,Pyramidula,tetragona,(Brid.) Brid.,,,Vierkantiges Pyramidenmützenmoos,,DD
2076,Laubmoose,Grimmiaceae,Racomitrium,aciculare,(Hedw.) Brid.,,,Nadelschnäbelige Zackenmütze,Yellow Fringe-moss,LC
2089,Laubmoose,Grimmiaceae,Racomitrium,affine,(F.Weber & D.Mohr) Lindb.,,,Verwandte Zackenmütze,Lesser Fringe-moss,LC
2077,Laubmoose,Grimmiaceae,Racomitrium,aquaticum,(Schrad.) Brid.,,,Wasser-Zackenmütze,Narrow-leaved Fringe-moss,LC
2082,Laubmoose,Grimmiaceae,Racomitrium,canescens,(Hedw.) Brid. ,subsp. canescens,,Graue Zackenmütze,,LC
3949,Laubmoose,Grimmiaceae,Racomitrium,canescens,,subsp. latifolium,(C.E.O.Jensen) Frisvoll,Graue Zackenmütze,,DD
2080,Laubmoose,Grimmiaceae,Racomitrium,canescens,(Hedw.) Brid.,,,Graue Zackenmütze,Hoary Fringe-moss,LC
2085,Laubmoose,Grimmiaceae,Racomitrium,elongatum,Frisvoll,,,Verlängerte Zackenmütze,Long Fringe-moss,LC
2083,Laubmoose,Grimmiaceae,Racomitrium,ericoides,(Brid.) Brid.,,,Heide-Zackenmütze,Dense Fringe-moss,LC
2086,Laubmoose,Grimmiaceae,Racomitrium,fasciculare,(Hedw.) Brid.,,,Büschel-Zackenmütze,Green Mountain Fringe-moss,VU
3953,Laubmoose,Grimmiaceae,Racomitrium,heterostichum,(Hedw.) Brid.,,,Ungleichästige Zackenmütze,,LC
2094,Laubmoose,Grimmiaceae,Racomitrium,lanuginosum,(Hedw.) Brid.,,,Zottige Zackenmütze,Woolly Fringe-moss,NT
3958,Laubmoose,Grimmiaceae,Racomitrium,macounii,,subsp. alpinum,(E.Lawton) Frisvoll,Macoun-Zackenmützenmoos,,DD
3957,Laubmoose,Grimmiaceae,Racomitrium,macounii,Kindb.,subsp. macounii,,Macoun-Zackenmützenmoos,,DD
2688,Laubmoose,Grimmiaceae,Racomitrium,macounii,Kindb.,,,Macoun-Zackenmützenmoos,,LC
2096,Laubmoose,Grimmiaceae,Racomitrium,microcarpon,(Hedw.) Brid.,,,Kleinfrüchtige Zackenmütze,,VU
2092,Laubmoose,Grimmiaceae,Racomitrium,sudeticum,(Funck) Bruch & Schimp.,,,Sudeten-Zackenmütze,Slender Fringe-moss,LC
390,Lebermoose,Radulaceae,Radula,complanata,(L.) Dumort. ,subsp. complanata,,Gewöhnliches Kratzmoos,Even Scalewort,LC
394,Lebermoose,Radulaceae,Radula,complanata,,subsp. lindenbergiana,(C.Hartm.) R.M.Schust.,Lindenbergs Kratzmoos,Lindberg's Scalewort,LC
2712,Lebermoose,Radulaceae,Radula,complanata,(L.) Dumort.,,,Gewöhnliches Kratzmoos,,NE
3971,Lebermoose,Aytoniaceae,Reboulia,hemisphaerica,(L.) Raddi ,subsp. hemisphaerica,,Halbkugeliges Reboulmoos,Hemisphaeric Liverwort,VU
395,Lebermoose,Aytoniaceae,Reboulia,hemisphaerica,(L.) Raddi,,,Halbkugeliges Reboulmoos,Hemisphaeric Liverwort,VU
2097,Laubmoose,Rhabdoweisiaceae,Rhabdoweisia,crenulata,(Mitt.) H.Jameson,,,Gekerbtes Streifenperlmoos,Greater Streak-moss,VU
2098,Laubmoose,Rhabdoweisiaceae,Rhabdoweisia,crispata,(Dicks.) Lindb.,,,Gekräuseltes Streifenperlmoos,Toothed Streak-moss,EN
2100,Laubmoose,Rhabdoweisiaceae,Rhabdoweisia,fugax,(Hedw.) Bruch & Schimp.,,,Schmalblättriges Streifenperlmoos,Dwarf Streak-moss,LC
2102,Laubmoose,Mniaceae,Rhizomnium,magnifolium,(Horik.) T.J.Kop.,,,Grossblättriges Wurzelsternmoos,Large-leaf Thyme-moss,LC
2104,Laubmoose,Mniaceae,Rhizomnium,pseudopunctatum,(Bruch & Schimp.) T.J.Kop.,,,Falsches Punktiertes Wurzelsternmoos,Felted Thyme-moss,LC
2107,Laubmoose,Mniaceae,Rhizomnium,punctatum,(Hedw.) T.J.Kop.,,,Punktiertes Wurzelsternmoos,Dotted Thyme-moss,LC
2111,Laubmoose,Bryaceae,Rhodobryum,ontariense,(Kindb.) Kindb.,,,Fels-Rosenmoos,,LC
2109,Laubmoose,Bryaceae,Rhodobryum,roseum,(Hedw.) Limpr.,,,Rosettiges Rosenmoos,Rose-moss,LC
2113,Laubmoose,Brachytheciaceae,Rhynchostegiella,curviseta,(Brid.) Limpr.,,,Krummstieliges Kleinschnabeldeckelmoos,Curve-stalked Feather-moss,CR
3982,Laubmoose,Brachytheciaceae,Rhynchostegiella,tenella,(Dicks.) Limpr.,,,Zartes Kleinschnabeldeckelmoos,,LC
3984,Laubmoose,Brachytheciaceae,Rhynchostegiella,teneriffae,(Mont.) Dirkse & Bouman,,,Rauhstieliges Kleinschnabeldeckelmoos,,DD
2120,Laubmoose,Brachytheciaceae,Rhynchostegium,confertum,(Dicks.) Schimp.,,,Unscheinbares Schnabeldeckelmoos,Clustered Feather-moss,LC
2122,Laubmoose,Brachytheciaceae,Rhynchostegium,megapolitanum,(F.Weber & D.Mohr) Schimp.,,,Wärmeliebendes Schnabeldeckelmoos,Indian Feather-moss,NT
2123,Laubmoose,Brachytheciaceae,Rhynchostegium,murale,(Hedw.) Schimp.,,,Mauer-Schnabeldeckelmoos,Wall Feather-moss,LC
2124,Laubmoose,Brachytheciaceae,Rhynchostegium,riparioides,(Hedw.) Cardot,,,Mäusedornmoos,Long-beaked Water Feather-moss,LC
2128,Laubmoose,Brachytheciaceae,Rhynchostegium,rotundifolium,(Brid.) Schimp.,,,Rundblättriges Schanbeldeckelmoos,Round-leaved Feather-moss,NT
2129,Laubmoose,Hylocomiaceae,Rhytidiadelphus,loreus,(Hedw.) Warnst.,,,Riemenstengel-Kranzmoos,Little Shaggy-moss,LC
2133,Laubmoose,Hylocomiaceae,Rhytidiadelphus,squarrosus,(Hedw.) Warnst.,,,Sparriges Kranzmoos,,LC
2134,Laubmoose,Hylocomiaceae,Rhytidiadelphus,subpinnatus,(Lindb.) T.J.Kop.,,,Gefiedertes Kranzmoos,,LC
2137,Laubmoose,Hylocomiaceae,Rhytidiadelphus,triquetrus,(Hedw.) Warnst.,,,Grosses Kranzmoos,Big Shaggy-moss,LC
2139,Laubmoose,Rhytidiaceae,Rhytidium,rugosum,(Hedw.) Kindb.,,,Runzelmoos,Wrinkle-leaved Feather-moss,LC
396,Lebermoose,Aneuraceae,Riccardia,chamedryfolia,(With.) Grolle,,,Buchtiges Riccardimoos,Jagged Germanderwort,VU
399,Lebermoose,Aneuraceae,Riccardia,incurvata,Lindb.,,,Rinniges Riccardimoos,,VU
3990,Lebermoose,Aneuraceae,Riccardia,latifrons,(Lindb.) Lindb. ,subsp. latifrons,,Rinniges Riccardimoos,,LC
401,Lebermoose,Aneuraceae,Riccardia,latifrons,(Lindb.) Lindb.,,,Breitlappiges Riccardimoos,,LC
3992,Lebermoose,Aneuraceae,Riccardia,multifida,(L.) Gray ,subsp. multifida,,Breitlappiges Riccardimoos,,LC
403,Lebermoose,Aneuraceae,Riccardia,multifida,(L.) Gray,,,Vielspaltiges Riccardimoos,Delicate Germanderwort,LC
405,Lebermoose,Aneuraceae,Riccardia,palmata,(Hedw.) Carruth.,,,Handförmiges Riccardimoos,Palmate Germanderwort,LC
407,Lebermoose,Ricciaceae,Riccia,bifurca,Hoffm.,,,Zweigabeliges Sternlebermoos,,CR
408,Lebermoose,Ricciaceae,Riccia,breidleri,Steph.,,,Breidler-Sternlebermoos,,VU
409,Lebermoose,Ricciaceae,Riccia,canaliculata,Hoffm.,,,Rinniges Sternlebermoos,Channelled Crystalwort,RE
410,Lebermoose,Ricciaceae,Riccia,cavernosa,Hoffm., emend. Raddi,,,Grubiges Sternlebermoos,Cavernous Crystalwort,CR
412,Lebermoose,Ricciaceae,Riccia,ciliata,Hoffm.,,,Wimpern-Sternlebermoos,,VU
413,Lebermoose,Ricciaceae,Riccia,ciliifera,Lindenb.,,,Haartragendes Sternlebermoos,,VU
2715,Lebermoose,Ricciaceae,Riccia,crinita,Taylor,,,Behaartes Sternlebermoos,,VU
415,Lebermoose,Ricciaceae,Riccia,crozalsii,Levier,,,Crozals Sternlebermoos,,VU
417,Lebermoose,Ricciaceae,Riccia,fluitans,L.,,,Untergetauchtes Sternlebermoos,Floating Crystalwort,VU
418,Lebermoose,Ricciaceae,Riccia,glauca,L.,,,Blaugrünes Sternlebermoos,Glaucous Crystalwort,LC
419,Lebermoose,Ricciaceae,Riccia,gougetiana,Durieu & Mont.,,,Gougets Sternlebermoos,,VU
420,Lebermoose,Ricciaceae,Riccia,huebeneriana,Lindenb.,,,Hübeners Sternlebermoos,Violet Crystalwort,EN
422,Lebermoose,Ricciaceae,Riccia,ligula,Steph.,,,Zungenförmiges Sternlebermoos,,VU
2497,Lebermoose,Ricciaceae,Riccia,michelii,Raddi,,,Michelis Sternlebermoos,,VU
423,Lebermoose,Ricciaceae,Riccia,nigrella,DC.,,,Schwärzliches Sternlebermoos,Black Crystalwort,VU
424,Lebermoose,Ricciaceae,Riccia,rhenana,Müll.Frib.,,,Rheinisches Sternlebermoos,,DD
4024,Lebermoose,Ricciaceae,Riccia,sorocarpa,Bisch. ,subsp. sorocarpa,,Staubfrüchtiges Sternlebermoos,,LC
425,Lebermoose,Ricciaceae,Riccia,sorocarpa,Bisch.,,,Staubfrüchtiges Sternlebermoos,Common Crystalwort,LC
426,Lebermoose,Ricciaceae,Riccia,subbifurca,Croz.,,,Öländisches Sternlebermoos,Least Crystalwort,VU
427,Lebermoose,Ricciaceae,Riccia,warnstorfii,Warnst.,,,Warnstorfs Sternlebermoos,,VU
429,Lebermoose,Ricciaceae,Ricciocarpos,natans,(L.) Corda,,,Wasser-Sternlebermoos,Fringed Heartwort,VU
430,Lebermoose,Riellaceae,Riella,notarisii,(Mont.) Mont.,,,Morgenstern-Lebermoos,,RE
2140,Laubmoose,Ditrichaceae,Saelania,glaucescens,(Hedw.) Broth.,,,Blaumoos,Blue Dew-moss,EN
2547,Laubmoose,Amblystegiaceae,Sanionia,uncinata,(Hedw.) Loeske,,,Hakiges Sichelmoos,Sickle-leaved Hook-moss,LC
432,Lebermoose,Cleveaceae,Sauteria,alpina,(Nees) Nees,,,Sautermoos,,VU
433,Lebermoose,Scapaniaceae,Scapania,aequiloba,(Schwägr.) Dumort.,,,Gleichlappiges Spatenmoos,Lesser Rough Earwort,LC
434,Lebermoose,Scapaniaceae,Scapania,apiculata,Spruce,,,Kleines Spatenmoos,,VU
435,Lebermoose,Scapaniaceae,Scapania,aspera,Bernet & M.Bernet,,,Grosses Kalk-Spatenmoos,Rough Earwort,LC
2716,Lebermoose,Scapaniaceae,Scapania,brevicaulis,Taylor,,,,,DD
436,Lebermoose,Scapaniaceae,Scapania,calcicola,(Arnell & J.Perss.) Ingham,,,Kleines Kalk-Spatenmoos,,VU
451,Lebermoose,Scapaniaceae,Scapania,carinthiaca,Lindb.,,,Kärntner Spatenmoos,,VU
438,Lebermoose,Scapaniaceae,Scapania,compacta,(Roth) Dumort.,,,Rundlappiges Spatenmoos,Thick-set Earwort,VU
439,Lebermoose,Scapaniaceae,Scapania,crassiretis,Bryhn,,,Knoten-Spatenmoos,,VU
440,Lebermoose,Scapaniaceae,Scapania,curta,(Mart.) Dumort.,,,Erd-Spatenmoos,,EN
441,Lebermoose,Scapaniaceae,Scapania,cuspiduligera,(Nees) Müll.Frib.,,,Scheidiges Spatenmoos,Untidy Earwort,LC
443,Lebermoose,Scapaniaceae,Scapania,gymnostomophila,Kaal.,,,Nacktmundmoosliebendes Spatenmoos,,CR
445,Lebermoose,Scapaniaceae,Scapania,helvetica,Gottsche,,,Schweizer Spatenmoos,,VU
447,Lebermoose,Scapaniaceae,Scapania,irrigua,(Nees) Nees ,subsp. irrigua,,Nässe-Spatenmoos,,LC
446,Lebermoose,Scapaniaceae,Scapania,irrigua,(Nees) Nees,,,Gelbgrünes Spatenmoos,Heath Earwort,LC
452,Lebermoose,Scapaniaceae,Scapania,mucronata,H.Buch,,,Stachelspitziges Spatenmoos,,NT
453,Lebermoose,Scapaniaceae,Scapania,nemorea,(L.) Grolle,,,Hain-Spatenmoos,Grove Earwort,LC
464,Lebermoose,Scapaniaceae,Scapania,obscura,(Arnell & C.E.O.Jensen) Schiffn.,,,Dunkles Spatenmoos,,DD
455,Lebermoose,Scapaniaceae,Scapania,paludicola,Loeske & Müll.Frib.,,,Sumpf-Spatenmoos,,LC
467,Lebermoose,Scapaniaceae,Scapania,paludosa,(Müll.Frib.) Müll.Frib.,,,Herzlappiges Spatenmoos,,LC
456,Lebermoose,Scapaniaceae,Scapania,praetervisa,Meyl.,,,Übersehenes Spatenmoos,,VU
458,Lebermoose,Scapaniaceae,Scapania,scandica,(Arnell & H.Buch) Macvicar,,,Skanden-Spatenmoos,Norwegian Earwort,LC
459,Lebermoose,Scapaniaceae,Scapania,scapanioides,(C.Massal.) Grolle,,,Bläuliches Spatenmoos,,VU
4071,Lebermoose,Scapaniaceae,Scapania,subalpina,(Lindenb.) Dumort.,,,Grosslappiges Quell-Spatenmoos,,LC
465,Lebermoose,Scapaniaceae,Scapania,uliginosa,(Lindenb.) Dumort.,,,Nierenlappiges Spatenmoos,Marsh Earwort,LC
468,Lebermoose,Scapaniaceae,Scapania,umbrosa,(Schrad.) Dumort.,,,Spitzlappiges Spatenmoos,Shady Earwort,LC
469,Lebermoose,Scapaniaceae,Scapania,undulata,(L.) Dumort.,,,Bach-Spatenmoos,Water Earwort,LC
472,Lebermoose,Scapaniaceae,Scapania,verrucosa,Heeg,,,Warziges Spatenmoos,,EN
2143,Laubmoose,Grimmiaceae,Schistidium,agassizii,Sull. & Lesq.,,,Agassiz-Spalthütchenmoos,Water Grimmia,VU
4390,Laubmoose,Grimmiaceae,Schistidium,apocarpum,(Hedw.) Bruch & Schimp. ,subsp. apocarpum,,Verstecktfrüchtiges Spalthütchen,Sessile Grimmia,DD
2146,Laubmoose,Grimmiaceae,Schistidium,apocarpum,(Hedw.) Bruch & Schimp.,,,Verstecktfrüchtiges Spalthütchen,Sessile Grimmia,DD
2152,Laubmoose,Grimmiaceae,Schistidium,atrofuscum,(Schimp.) Limpr.,,,Schwarzbraunes Spalthütchenmoos,Black Mountain Grimmia,DD
4079,Laubmoose,Grimmiaceae,Schistidium,boreale,Poelt,,,Nördliches Spalthütchenmoos,,DD
4080,Laubmoose,Grimmiaceae,Schistidium,brunnescens,Limpr. ,subsp. brunnescens,,Braunes Spalthütchen,,DD
4081,Laubmoose,Grimmiaceae,Schistidium,brunnescens,,subsp. griseum,(Nees & Hornsch.) H.H.Blom,Graues Spalthütchen,,DD
2154,Laubmoose,Grimmiaceae,Schistidium,brunnescens,Limpr.,,,Braunes Spalthütchen,,DD
2156,Laubmoose,Grimmiaceae,Schistidium,confertum,(Funck) Bruch & Schimp.,,,Dichtes Spalthütchen,Compact Grimmia,DD
2741,Laubmoose,Grimmiaceae,Schistidium,confusum,H.H.Blom,,,Verwirrendes Spalthütchen,,DD
2731,Laubmoose,Grimmiaceae,Schistidium,crassipilum,H.H.Blom,,,Dickhaar-Spalthütchen,Thickpoint Grimmia,DD
2734,Laubmoose,Grimmiaceae,Schistidium,dupretii,(Thér.) W.A.Weber,,,Kurzhaar-Spalthütchen,,DD
4084,Laubmoose,Grimmiaceae,Schistidium,elegantulum,H.H.Blom ,subsp. elegantulum,,Elegantes Spalthütchen,,DD
2735,Laubmoose,Grimmiaceae,Schistidium,elegantulum,H.H.Blom,,,Elegantes Spalthütchen,Elegant Grimmia,DD
2569,Laubmoose,Grimmiaceae,Schistidium,flaccidum,(De Not.) Ochyra,,,Kissen-Spalthütchen,,VU
2740,Laubmoose,Grimmiaceae,Schistidium,frigidum,H.H.Blom,,,Eis-Spalthütchenmoos,,DD
2748,Laubmoose,Grimmiaceae,Schistidium,grande,Poelt,,,,,DD
2733,Laubmoose,Grimmiaceae,Schistidium,helveticum,(Schkuhr) Deguchi,,,Verbranntes Spalthütchen,,DD
2158,Laubmoose,Grimmiaceae,Schistidium,papillosum,Culm.,,,Papillen-Spalthütchen,,DD
4097,Laubmoose,Grimmiaceae,Schistidium,platyphyllum,(Mitt.) H.Perss. ,subsp. platyphyllum,,Breitblättriges Spalthütchenmoos,,DD
2166,Laubmoose,Grimmiaceae,Schistidium,platyphyllum,(Mitt.) H.Perss.,,,Breitblättriges Spalthütchenmoos,,DD
2749,Laubmoose,Grimmiaceae,Schistidium,pruinosum,(Schimp.) G.Roth,,,,,DD
2737,Laubmoose,Grimmiaceae,Schistidium,pulchrum,H.H.Blom,,,Schönes Spalthütchenmoos,,DD
2168,Laubmoose,Grimmiaceae,Schistidium,rivulare,(Brid.) Podp.,,,Bach-Spalthütchen,,DD
2736,Laubmoose,Grimmiaceae,Schistidium,robustum,(Nees & Hornsch.) H.H.Blom,,,Kräftiges Spalthütchen,Robust Grimmia,DD
2696,Laubmoose,Grimmiaceae,Schistidium,sordidum,I.Hagen,,,Rundblättriges Spalthütchenmoos,,DD
2738,Laubmoose,Grimmiaceae,Schistidium,spinosum,H.H.Blom & Lüth,,,Dornzähniges Spalthütchen,,DD
2568,Laubmoose,Grimmiaceae,Schistidium,strictum,(Turner) Mårtensson,,,Straffes Spalthütchenmoos,Upright Brown Grimmia,DD
4566,Laubmoose,Grimmiaceae,Schistidium,subflaccidum,(Kindb.) H.H.Blom,,,,,DD
1470,Laubmoose,Grimmiaceae,Schistidium,teretinerve,(Limpr.) Limpr.,,,Rundnerv-Kissenmoos,,VU
2169,Laubmoose,Grimmiaceae,Schistidium,trichodon,(Brid.) Poelt,,,Haarzahn-Spalthütchen,Stook Grimmia,LC
2739,Laubmoose,Grimmiaceae,Schistidium,umbrosum,(J.E.Zetterst.) H.H.Blom,,,Schatten-Spalthütchenmoos,,DD
2171,Laubmoose,Schistostegaceae,Schistostega,pennata,(Hedw.) F.Weber & D.Mohr,,,Feder-Leuchtmoos,Goblin Gold,VU
1092,Laubmoose,Brachytheciaceae,Sciuro-Hypnum,flotowianum,(Sendtn.) Ignatov & Huttunen,,,Reichenbachs Schönschnabelmoos,,VU
725,Laubmoose,Brachytheciaceae,Sciuro-Hypnum,glaciale,(Schimp.) Ignatov & Huttunen,,,Gletscher-Schweifchenastmoos,Snow Feather-moss,LC
731,Laubmoose,Brachytheciaceae,Sciuro-Hypnum,latifolium,(Kindb.) Ignatov & Huttunen,,,Breitblättriges Schweifchenastmoos,,VU
759,Laubmoose,Brachytheciaceae,Sciuro-Hypnum,oedipodium,(Mitt.) Ignatov & Huttunen,,,Dünnes Kurzbüchsenmoos,,DD
4113,Laubmoose,Brachytheciaceae,Sciuro-Hypnum,ornellanum,(Molendo) Ignatov & Huttunen,,,Ornella-Kurzbüchsenmoos,,DD
739,Laubmoose,Brachytheciaceae,Sciuro-Hypnum,plumosum,(Hedw.) Ignatov & Huttunen, nom. cons.,,,Fedriges Kurzbüchsenmoos,Rusty Feather-moss,LC
740,Laubmoose,Brachytheciaceae,Sciuro-Hypnum,populeum,(Hedw.) Ignatov & Huttunen,,,Pappel-Kurzbüchsenmoos,Matted Feather-moss,LC
3126,Laubmoose,Brachytheciaceae,Sciuro-Hypnum,reflexum,(Starke) Ignatov & Huttunen,,,Kleines Berg-Kurzbüchsenmoos,,LC
761,Laubmoose,Brachytheciaceae,Sciuro-Hypnum,starkei,(Brid.) Ignatov & Huttunen,,,Berg-Kurzbüchsenmoos,,LC
745,Laubmoose,Brachytheciaceae,Sciuro-Hypnum,tromsoeense,(Kaurin & Arnell) Draper & HedenaÃŒË†s,,,Tromsö-Kurzbüchsenmoos,,DD
2177,Laubmoose,Pottiaceae,Scopelophila,ligulata,(Spruce) Spruce,,,Zungenblättriges Kupfermoos,,VU
2597,Laubmoose,Amblystegiaceae,Scorpidium,cossonii,(Schimp.) Hedenäs,,,Gelbgrünes Skorpionsmoos,Intermediate Hook-moss,LC
2594,Laubmoose,Amblystegiaceae,Scorpidium,revolvens,(anon.) Rubers,,,Rollblättriges Skorpionsmoos i. e. S.,Rusty Hook-moss,LC
2179,Laubmoose,Amblystegiaceae,Scorpidium,scorpioides,(Hedw.) Limpr.,,,Echtes Skorpionsmoos,Hooked Scorpion-moss,VU
2182,Laubmoose,Brachytheciaceae,Scorpiurium,circinatum,(Bruch) M.Fleisch. & Loeske,,,Kreisförmiger Skorpionschwanz,Curving Feather-moss,VU
2746,Laubmoose,Brachytheciaceae,Scorpiurium,deflexifolium,(Solms) M.Fleisch. & Loeske,,,Einseitswendiger Skorpionschwanz,,DD
2743,Laubmoose,Seligeriaceae,Seligeria,acutifolia,Lindb.,,,Spitzblättriges Zwergmoos,,DD
2502,Laubmoose,Seligeriaceae,Seligeria,austriaca,T.Schauer,,,Österreichisches Zwergmoos,,VU
2185,Laubmoose,Seligeriaceae,Seligeria,brevifolia,(Lindb.) Lindb.,,,Kurzblättriges Zwergmoos,,CR
2186,Laubmoose,Seligeriaceae,Seligeria,calcarea,(Hedw.) Bruch & Schimp.,,,Kalk-Zwergmoos,Chalk Rock-bristle,VU
2187,Laubmoose,Seligeriaceae,Seligeria,carniolica,(Breidl. & Beck) Nyholm,,,Krainer Zwergmoos,,RE
2744,Laubmoose,Seligeriaceae,Seligeria,diversifolia,Lindb.,,,Verschiedenblättriges Zwergmoos,,DD
2189,Laubmoose,Seligeriaceae,Seligeria,donniana,(Sm.) Müll.Hal.,,,Zahnloses Zwergmoos,Donn's Rock-bristle,LC
2512,Laubmoose,Seligeriaceae,Seligeria,oelandica,C.E.O.Jensen & Medelius,,,Öländisches Zwergmoos,Irish Rock-bristle,VU
